Actual Value,Predicted Value,Prediction Probability
0,0,5.1468619906190896e-05
0,0,0.042393652228339344
0,0,0.03330614609972008
0,0,0.015228928263610962
0,0,0.04524492620003628
1,1,0.9824232411836038
0,0,0.02244979641529619
0,0,0.0606304023406984
0,0,0.02946105755055794
0,0,0.009613354685850686
1,1,0.9527279698241097
0,0,0.03391655714678424
0,0,0.029952536581104278
0,0,0.024256165714901835
1,1,0.9588018369322422
0,0,0.034581513546495364
0,0,4.842924511952548e-05
1,1,0.9555106297845868
0,0,0.04288566277169381
1,1,0.9659369505114126
0,0,0.011284912155504248
0,0,0.06437267840484283
1,1,0.963667095228743
0,0,0.02943867531247639
0,0,0.01938778763299254
1,0,0.0001197685037967851
1,1,0.9405563723661223
0,0,0.03382578030007721
0,0,4.876850203787388e-05
0,0,0.04717469271547255
0,0,0.044582554229895544
0,0,0.014897719188861683
0,0,0.03471302993511434
1,0,6.864684475018015e-05
0,0,0.035353004604143895
0,0,0.02692896122940472
0,0,0.040522116827392804
0,0,0.03887920185041643
0,0,0.06061911935311419
0,0,0.017554482892602707
0,0,0.04856856834434209
0,0,0.056417751635508856
0,0,0.022631729459774073
0,0,0.021089142829336934
0,0,0.033443385191232425
0,0,0.04392068408455492
0,0,0.0001297235495966972
0,0,0.008120130085730017
0,0,5.527515537622747e-05
0,0,0.015590859305843538
1,1,0.9342569085689513
0,0,0.037104764187446515
0,0,0.011374208332745332
0,0,0.023960536693169304
0,0,0.06556824864082302
0,0,0.008804368608349432
1,1,0.9500499154208639
0,0,0.03508315666084523
0,0,0.042408197701587144
0,0,4.4778988156429e-05
0,0,0.03892954731280612
1,1,0.9666766626176291
0,0,0.04755211829060925
0,0,0.052037909534334494
1,1,0.9295285404175282
0,0,0.05282702162667617
0,0,0.03782663052825595
0,0,0.041059142934161685
0,0,0.07362690435567948
0,0,0.03251554527365913
1,1,0.9411723918964778
0,0,0.030720196352903146
0,0,0.03621205239559455
1,1,0.9528830536480172
0,0,0.06134606658827489
0,0,0.010562124651746175
1,1,0.9801425883565186
0,0,0.03914708165351196
0,0,6.618867298088055e-05
1,1,0.9709081846542253
1,1,0.9607763718510464
1,1,0.953647655729669
0,0,0.010975725592178597
0,0,3.1358850524716445e-05
1,1,0.950501365493877
1,1,0.9520329474776423
1,1,0.9545757145140804
0,0,0.00010634302640502267
1,1,0.9182975746689945
1,1,0.9736112687448267
0,0,0.03400111784439614
1,1,0.9355582821630211
1,1,0.9321559095573774
0,0,0.05946594542925046
1,1,0.9438660882380483
0,0,0.04822770223551368
0,0,6.854128690966154e-05
0,0,0.014939415339800007
0,0,0.030321107612416548
1,1,0.9773606812563582
0,0,0.0267419501992351
0,0,0.0001408433662719528
0,0,0.003157183798614545
0,0,7.134156916556721e-05
1,1,0.9440016263477935
1,1,0.983211057229865
1,1,0.9792279425634359
1,1,0.9663009624413418
0,0,0.036305291951931176
0,0,0.013001810007682905
0,0,0.014533347569033805
0,0,0.03571739714806568
1,1,0.9325207196334675
0,0,0.03551761751278908
0,0,0.03601948500526942
0,0,0.027395478451884663
1,1,0.9491899386186534
0,0,0.0259790768612983
0,0,0.029830761295061452
0,0,0.029496488333796908
1,1,0.9698004994714727
0,0,0.04245158635720877
1,1,0.9267350402350376
0,0,0.04904750688679731
1,1,0.9476880125117678
1,1,0.9725627114032942
0,0,0.030691106531775317
0,0,0.021540573946402443
0,0,0.0001052865348789746
0,0,0.06808294881110075
0,0,0.03803083063541973
0,0,0.040297491452204605
0,0,0.02000656173703793
0,0,0.020301283450338235
0,0,0.02848605651191502
0,0,5.077126498859376e-05
0,0,0.03290180944864066
0,0,0.05031445172084167
0,0,2.4151033241205835e-05
0,0,0.028272443434510547
0,0,6.750065326045844e-05
0,0,0.02802167247639361
1,1,0.9430499081946617
0,0,0.04227599923615169
0,0,0.1068076340660767
0,0,0.02920999474759293
1,1,0.9644529995226774
0,0,0.02241036923337457
1,1,0.9598900806143833
0,0,0.025510675413139963
1,1,0.9078516126543867
1,1,0.932843637066739
0,0,0.02721350277033155
0,0,0.044430961405651136
0,0,0.022835211402655032
0,0,0.030662035619964063
0,0,0.07953223285744028
1,1,0.9861880461194541
0,0,0.00023551920759428457
0,0,0.026913800480553845
0,0,0.026014522065459816
1,1,0.9579249608443047
1,1,0.9075716985264538
0,0,0.028922073491065497
0,0,0.0318273562862306
1,1,0.9466097308572451
0,0,0.04017819803509742
0,0,0.06192083267702264
0,0,0.043637202658363634
1,1,0.9486242968942271
0,0,0.02308461675870607
0,0,0.032044913399629976
1,0,6.863384409242807e-05
0,0,0.026786346977033686
1,1,0.9264304093196167
1,1,0.942461434823362
0,0,0.08715426903573248
1,1,0.9355699127117513
1,1,0.9469973755365733
0,0,0.04338633714057215
0,0,0.027328992448135945
1,1,0.9772504060701278
0,0,0.028430353328132044
0,0,0.025777796535511138
1,1,0.9149865531001558
1,1,0.9298247345786301
1,1,0.9491014200581681
1,1,0.9671340332096582
0,0,0.02229739806121565
0,0,0.03216979409755674
0,0,0.00012857653287693237
0,0,0.00011183080187464374
0,0,0.02703048914967373
0,0,0.00012758082861567726
0,0,0.02750547139852404
1,1,0.9819900921685837
0,0,0.07278393541860813
0,0,0.026184664505958303
0,0,0.04948854758770049
0,0,0.06793371876172047
1,1,0.9712807198898801
0,0,0.02253294889786745
0,0,0.03145685393051524
0,0,0.020680438839159446
0,0,0.03570131787247185
0,0,0.09561389298675178
1,1,0.9754916134507168
0,0,0.023918453538447813
0,0,0.028699113123288232
0,0,0.01772467845000747
0,0,0.05652395162376571
0,0,0.06270761248679688
0,0,0.07577256347763345
0,0,0.038754765494887274
0,0,0.05092175511122013
0,0,6.69665577476728e-05
0,0,0.03277316162778851
0,0,0.039018038520983046
1,1,0.9560928522708141
0,0,0.04549194172010523
0,0,0.02458487623408051
0,0,0.030195469901692498
0,0,0.041475957684068636
0,0,0.08794128669397061
1,1,0.9793598169457229
0,0,0.029685463129059134
1,1,0.9554777643757015
0,0,0.035248448064863803
0,0,0.04299707024799212
0,0,0.0001385700001005147
0,0,0.02683331891245477
0,0,0.00011629391151521856
0,0,0.06522278799544749
0,0,0.015270496381456111
0,0,0.02748185986460806
1,1,0.9390652607439045
0,0,6.585189522933733e-05
0,0,0.02666170666648531
0,0,0.020162224869358245
0,0,0.02070603641508571
0,0,0.020820566705364505
1,1,0.9541629799770703
0,0,7.192990707508358e-05
0,0,0.034118710865078214
1,1,0.9181797580115363
0,0,0.06721384328199287
0,0,0.07043808108284952
1,1,0.9572278536383753
0,0,0.07499493641392475
1,1,0.9353098411314449
1,1,0.9662390158283553
1,0,0.00015386694246334717
0,0,0.02632310240875396
0,0,0.0649235324025974
0,0,0.04982292714549534
0,0,9.898396006398614e-05
1,1,0.9349617504534417
0,0,0.06686138518228175
1,0,5.9468824217622505e-05
0,0,0.03380608349127322
0,0,0.022037326526493022
0,0,0.00010725533301170789
0,0,0.029271551323456674
0,0,0.03026133851411423
1,1,0.9654512426337188
0,0,0.05610733351321198
0,0,5.8911587830881165e-05
1,1,0.9749740779879441
0,0,0.03199640948361555
0,0,0.01176836434792391
0,0,6.302545978726573e-05
0,0,0.010464260241495363
0,0,0.00010623462538919541
0,0,0.04590106730268811
1,1,0.9236073430054084
1,1,0.9744037189468056
0,0,0.03769678012878337
0,0,0.04288132711919781
1,1,0.9364407795740117
1,1,0.948629075493147
0,0,0.033943066921603135
0,0,0.031333380040470926
0,0,0.05443146034950688
0,0,0.06546056270223218
1,1,0.9561406364065191
0,0,0.04035833340341613
0,0,0.030303261690435686
0,0,4.3865132215726066e-05
1,1,0.9642920187468906
0,0,0.05594705499700101
0,0,0.015397906770966271
0,0,0.028568665278946418
0,0,0.03640814948107604
0,0,0.020586553758458387
0,0,0.04712203330229656
1,1,0.9884025576940035
0,0,0.01837112184397095
1,1,0.9076340166568317
0,0,0.0377650669889843
0,0,0.025383069116331966
0,0,0.07686037816424494
0,0,0.025240935596549094
0,0,4.498395171632083e-05
0,0,0.022102097181894438
0,0,0.028874636519957655
0,0,0.06822155023570456
0,0,0.07986524178101745
0,0,0.038569035473161296
0,0,0.041688041183513116
0,0,0.09291067343783248
0,0,0.031299521626952896
1,1,0.9332854569480235
0,0,0.023896964193123572
0,0,0.06723856809793245
0,0,0.015469459355079816
1,1,0.9473116221923532
0,0,0.04624247745308442
0,0,9.127908143062406e-05
0,0,0.03236422934845029
0,0,0.04890211679412413
0,0,0.023781620080538423
0,0,0.023345790570584758
0,0,0.023232267712241565
0,0,0.060436049782632006
0,0,6.430057473524356e-05
0,0,0.018388433823843885
0,0,0.042356197406980246
0,0,0.031032257868686325
0,0,0.03380172367520681
0,0,0.023235888156994063
1,1,0.9590423172954937
0,0,0.020234126843161258
0,0,0.03531397310483973
1,1,0.9749273915210294
1,1,0.9232211578278384
1,1,0.9653851148342527
0,0,0.022672511991277556
0,0,0.041952187623416216
1,1,0.9632148457919326
0,0,0.021100763622739195
1,1,0.985167310117653
0,0,0.024384594611345966
0,0,0.01972850454581584
1,1,0.9308785090899246
0,0,0.04072198148565054
1,1,0.9534118892338528
1,1,0.9640730676769275
1,1,0.9752407557563889
0,0,0.028005585712056025
0,0,0.06090567710265882
1,1,0.9698396733630426
0,0,4.373747458572012e-05
0,0,0.03551616201616602
0,0,0.02444427733703531
0,0,0.04229207968249545
0,0,6.565137649094274e-05
0,0,0.036249830220026744
0,0,0.019557951244903993
0,0,0.026924415747030483
0,0,0.025775451507054212
0,0,0.04050614317917635
1,1,0.9598236370539377
0,0,0.046733681825387174
0,0,0.041003208445522334
0,0,8.823969336477359e-05
0,0,0.09081750703889659
0,0,0.038307753381175834
1,1,0.9252875695993026
1,1,0.9424101591069008
0,0,0.1024052020111472
0,0,0.028279298250429512
0,0,0.057466983845087194
0,0,3.6846212635384926e-05
0,0,0.047700706898016164
0,0,0.013046462197041619
0,0,0.030237486673254956
0,0,0.03625675043994857
0,0,0.0051703245163617325
0,0,0.03602900273517196
0,0,0.029018869300976552
1,1,0.9763651597135861
1,1,0.9810250192588762
1,0,5.7417830615893736e-05
0,0,0.043574879524508336
0,0,0.0717282865161172
0,0,0.03173453986875077
0,0,0.012709545425127831
0,0,0.06384274855353696
0,0,0.025267153700300228
1,1,0.9729735069958384
0,0,0.03033324991454552
0,0,0.04413802780019919
0,0,0.00024326572022810114
0,0,0.027014839186253626
0,0,0.00010778587061710418
1,1,0.9771288089472702
0,0,0.023099979803029663
0,0,0.03370359458126251
0,0,0.04473120519404974
0,0,0.031635950131171556
0,0,6.586571114960065e-05
1,1,0.9511238393919268
0,0,0.017643142425323652
0,0,0.08355706868483638
0,0,5.3359300394780436e-05
0,0,0.014540362622584636
0,0,0.02551617873527976
0,0,0.019662018562731913
0,0,0.04017284527651666
0,0,0.028018810469340794
0,0,0.0001117635550258863
0,0,3.654557884430776e-05
1,1,0.9644112470665979
1,1,0.9147282417827018
0,0,0.10889184032043044
1,1,0.9623833125640113
0,0,0.028052712303576862
0,0,0.020653831245081845
0,0,0.052559339040290885
1,1,0.9767277585063526
0,0,0.03940702825491746
0,0,0.018937261467958405
0,0,0.015301889348119381
1,1,0.96228903461932
0,0,0.044902185804265006
0,0,0.06141306108412327
0,0,6.778981848140683e-05
0,0,0.030020967601975704
0,0,0.012006264734666565
0,0,0.02517095736144295
0,0,0.040689167802120944
0,0,0.03979387523559525
0,0,0.04203146753304432
0,0,0.044273502795591134
0,0,0.026930833198323942
0,0,0.0335414760225125
0,0,0.04821529855764719
0,0,0.04257076233164505
0,0,0.04809496812851254
0,0,7.870177364152848e-05
1,1,0.9710319227313126
0,0,0.04373133938168157
0,0,0.04142795734484889
0,0,0.12022590564426153
0,0,0.01213139545664747
0,0,0.031123167272743203
0,0,0.02267455557894618
0,0,0.01959761463447568
0,0,8.656197929005507e-05
1,1,0.9681203681695926
1,1,0.9513560673011622
1,1,0.9800036576311821
0,0,0.04274864566350163
1,1,0.9835337091614617
0,0,0.04264250642393764
0,0,0.04703431330546986
1,0,0.00018549426648398293
0,0,0.051784436505414914
0,0,0.08432814018696022
0,0,0.034626476503254164
0,0,0.022679093998119612
0,0,0.03396106952748736
1,1,0.9710991131774752
0,0,0.026824821892230812
0,0,0.040343767676805926
0,0,0.024678912172484208
1,1,0.9139853824133995
0,0,8.551053407397097e-05
0,0,0.05426445551384738
0,0,0.018535994097402794
1,1,0.9649862777534216
0,0,0.035359568148382516
1,1,0.9818262530202997
0,0,0.003545937110518483
0,0,0.04875670138694932
0,0,0.03461531831654265
1,1,0.9183343667030396
0,0,0.045159833708655006
0,0,0.03917655048190109
0,0,0.02671621892724249
0,0,0.020078318317763744
0,0,0.0377600794072686
0,0,0.025235189454286985
0,0,0.05425360663054583
0,0,4.328997547576672e-05
0,0,0.031511043172974394
0,0,0.016311661768469557
0,0,0.00022031316592411286
0,0,0.0306372729553084
0,0,0.03712670059120503
0,0,0.03771660954808895
0,0,0.0274659196248135
1,1,0.964078656860744
1,1,0.9575635129072603
0,0,0.051473891309625354
0,0,0.026559926386534465
0,0,0.04292497214908549
0,0,0.02655785971691721
1,1,0.9769942969894705
0,0,0.023642279685649244
0,0,0.028930141582955666
0,0,0.01767496615561178
0,0,0.10294613241594744
1,1,0.9438117862580999
0,0,0.021111299160597775
1,1,0.947884478981296
0,0,0.014919397674034966
0,0,0.015521555148708505
1,1,0.9398743752061012
0,0,0.012987742426510759
0,0,0.02219134488547682
1,1,0.9842732190945089
0,0,0.04988837929848629
0,0,0.03407768558503057
1,1,0.9727286866781304
0,0,0.018344855133893286
1,1,0.9736101982455211
0,0,0.023369926177709093
1,1,0.9620745069939899
0,0,0.033941401021769665
0,0,0.02280246077113621
0,0,0.04192635565172997
0,0,0.05175702892825814
0,0,0.00018190908585370705
0,0,0.00014986544405769302
1,1,0.9109307784232237
0,0,0.05138963634517511
0,0,0.03635268687561396
1,1,0.9732153004678191
0,0,0.043055416564158594
0,0,0.0253470878938291
0,0,0.038497831221923774
0,0,0.027242502577964716
0,0,0.04168510361364198
0,0,0.02860967975596505
0,0,6.176916493312507e-05
0,0,0.010628713201732417
0,0,0.035483089546080454
1,1,0.960434257981988
0,0,0.04422505155634763
0,0,0.052572949339685454
0,0,0.023900362088311693
1,1,0.9077161105881011
0,0,0.034409792494192036
1,1,0.9678312440619643
1,1,0.938769284254222
0,0,0.027286763177167737
0,0,0.023306115727216033
0,0,4.9870480059718853e-05
0,0,0.034223648261169706
0,0,5.21284367860727e-05
1,1,0.9395282419009563
1,1,0.9218431573997734
0,0,0.02832430863166859
0,0,0.052954857053777414
0,0,0.0165751163840685
1,1,0.9737278723199757
0,0,0.06732617106578156
0,0,0.021153239713801057
0,0,0.04370387873833861
0,0,0.04959845863347655
0,0,0.07508183619203743
0,0,0.03970506090217836
0,0,0.041583008678596926
0,0,0.016508925247716525
0,0,0.026931155311414042
1,1,0.9148823991284328
0,0,0.0001775588663523282
1,1,0.9824488137136661
0,0,0.02294497488379352
0,0,0.03203216745423447
0,0,0.05104244478270696
0,0,3.861454630001456e-05
0,0,0.03827090510270465
0,0,0.019725558747867692
0,0,0.031822594056412495
0,0,0.06144746675507908
0,0,0.018643101261239716
1,1,0.9469640970785715
1,1,0.9315663515630004
1,1,0.9555522070480967
0,0,0.044185834883553064
0,0,0.0361014883371642
1,1,0.988863727196227
1,1,0.9477319480569856
0,0,0.04091864090308789
0,0,0.045997518309306165
0,0,0.0288092957749034
0,0,0.016130245772486628
0,0,0.05015674137491685
1,1,0.9905756205072268
0,0,0.03455415297948535
0,0,8.464675963364193e-05
1,1,0.9413000499349798
0,0,0.056855616249526966
0,0,0.010393331271569078
1,1,0.941994819348211
1,1,0.9369688875657373
0,0,6.099250644593551e-05
1,1,0.9747977217686927
0,0,0.04753863556801179
0,0,0.0087258007627002
0,0,0.02287645142951911
1,1,0.9816068486687205
0,0,0.025474422237485174
1,1,0.9713241743081489
0,0,0.03464384605455135
0,0,0.02760998687439164
0,0,0.06875547659674038
0,0,0.08112451744212418
0,0,0.017527160151576376
0,0,0.021430877502241392
1,1,0.9444661102750735
1,1,0.9508267449827191
0,0,0.03908280839573246
1,1,0.9760715591762614
0,0,0.012586582593745078
0,0,7.097054977420994e-05
0,0,7.466361439006397e-05
0,0,0.05894977863239673
0,0,0.026480430967526756
0,0,0.03488575748893522
0,0,7.363254201928505e-05
0,0,0.020763629001560834
1,1,0.9700171851104972
0,0,4.597569163204794e-05
0,0,0.02801039374650752
0,0,3.0322155118536477e-05
0,0,0.03586567530477362
0,0,0.034588103798107006
1,1,0.9645950414534332
0,0,0.0001507577825926804
0,0,0.02543656583453656
0,0,0.019600646789160098
0,0,0.05211558664132667
0,0,0.1064118328714667
0,0,0.026433561196090163
0,0,0.0198285828626552
0,0,0.02611283312865647
1,1,0.938308346608378
0,0,0.013187639631334805
0,0,0.04196962475057996
1,1,0.96770907617854
1,1,0.9581636728950574
1,1,0.9656295877682357
0,0,0.06232391638269234
0,0,0.04864207289513283
0,0,0.02796208969527245
0,0,0.02263730609831796
0,0,0.05072110819878281
1,0,6.734657463936063e-05
0,0,0.02938915464241049
0,0,0.040246879173564516
1,1,0.9734728898925065
0,0,0.03713179807834883
0,0,0.024778529432638415
1,1,0.970087187243033
0,0,0.06166089114826104
1,1,0.9521183873958301
0,0,0.04298711770498993
1,1,0.9892832673760087
1,1,0.9457929276703151
0,0,0.06745534487074628
1,0,4.804700178025959e-05
1,1,0.9626351536502641
0,0,0.034458879356531864
0,0,0.07820994376595782
0,0,5.808688276895796e-05
0,0,0.024086160202878897
0,0,0.03270587827892003
0,0,0.025762763144814436
0,0,0.03878503886508872
0,0,0.00011236926153802653
0,0,0.01930423883477765
1,1,0.933171109898945
1,1,0.9523457908768803
0,0,0.025775109737271876
0,0,0.04634381764781976
1,1,0.9472971948859271
0,0,0.02849521100604037
1,1,0.9584437734068939
0,0,0.03925688530836195
0,0,2.1714142962718184e-05
0,0,0.045950082206022
0,0,0.014154120089279493
1,1,0.9782559107133643
0,0,0.024781177451089882
1,1,0.9168592473059372
1,1,0.9301820029883704
0,0,0.04838901031360593
0,0,0.08314568711373276
0,0,0.020497142968042042
0,0,0.045383256195477145
0,0,0.029828545343969795
0,0,0.0327704680241692
1,0,5.223294517141232e-05
0,0,0.01601135619208341
0,0,0.022749914574385584
0,0,0.027175912986223422
0,0,0.05685140312683988
1,1,0.9458826940347873
0,0,0.016434252344198118
0,0,0.00012588981642494427
1,1,0.9360197192906723
0,0,0.012468212102563006
0,0,0.013509066267630456
0,0,0.035098172201209726
0,0,0.03388301606024434
0,0,4.316765712774052e-05
0,0,0.037095994598260344
1,1,0.96987018596529
0,0,0.00011982382340500777
0,0,0.017025893523593492
0,0,0.012718507640901256
0,0,0.03996264913549894
0,0,0.021719984558242717
0,0,0.05701642563219314
0,0,0.04886893695369484
1,1,0.9348425188276425
0,0,0.04011747649427772
0,0,0.08353188235453869
0,0,0.038056421907852384
0,0,0.033601653359620655
0,0,0.029380197678055116
0,0,0.06418444167224832
1,1,0.9495941861104539
0,0,0.02438563323525225
0,0,0.035927750663180234
0,0,0.003560289867520751
0,0,0.03634979852222683
0,0,0.02026957640255327
1,1,0.9491602018732214
1,1,0.9736460990346867
1,1,0.9424749216057413
0,0,0.0361592339420296
0,0,0.0390612982896339
1,1,0.9805012839510042
0,0,0.024190941146330955
0,0,0.04482984718195882
1,1,0.9733991493821375
0,0,0.03328032077002803
0,0,6.093689244013408e-05
1,1,0.9511659177385909
0,0,0.06993590760658934
1,1,0.9341140283684972
0,0,0.06585006398842688
1,0,0.0002693358774737051
0,0,0.02218767507153445
0,0,6.23400024624062e-05
0,0,9.80476182545134e-05
0,0,0.04697496485915294
0,0,0.030600137440082602
0,0,0.015212203941639253
0,0,0.03066998730630384
0,0,7.582355124709434e-05
0,0,0.0738127970744787
0,0,0.03565877960979978
0,0,0.030424982895312515
0,0,0.10163708811593394
0,0,0.041135543016305766
0,0,0.00019447110926248108
0,0,0.0001243237189899919
0,0,0.04994423848191651
